Review_ID,Movie_Title,Keyword_1,Score_1,Keyword_2,Score_2,Keyword_3,Score_3,Keyword_4,Score_4,Keyword_5,Score_5
10257930,Parasite,film class struggle,0.5647,gooditll interesting film,0.5011,wonder certain movie,0.5008,inequality movie represent,0.4811,movie comparison,0.4758
5495576,Parasite,movie palm oscar,0.584,bring movie palm,0.577,palm oscar screen,0.5602,movie palm,0.5535,oscar screen,0.5176
5397969,Parasite,oscar fever,0.4723,oscar fever start,0.435,low class family,0.3476,family exist society,0.3376,poverty drive family,0.3342
5789124,Parasite,basement teacher blood,0.7671,teacher blood,0.7006,police basement teacher,0.6607,girl report police,0.5792,report police basement,0.5621
6001308,Parasite,poor family opportunity,0.5474,job rich family,0.5343,family opportunity,0.5011,rich family like,0.4882,rich family,0.4841
6626271,Parasite,hype simply foreign,0.7313,bandwagon great film,0.5293,film say warn,0.5229,hype simply,0.5209,hype,0.5089
5613027,Parasite,overrate reason oscar,0.6312,category foreign film,0.621,reason oscar academy,0.6125,foreign film win,0.5978,support movie class,0.5858
5609299,Parasite,expose reality korean,0.8651,korean society surprise,0.8436,reality korean society,0.8298,reality korean,0.721,korean society,0.6992
7053937,Parasite,poignant watch ensemble,0.4933,jung jaeil film,0.4733,masterfully craft film,0.4698,film definite watch,0.4601,craft film definite,0.4461
5462924,Parasite,parasite true work,0.6089,family rotten parasite,0.5687,real parasite poor,0.5624,sneak real parasite,0.559,parasite,0.5494
5719622,Parasite,feeling bring movie,0.6242,country understandably hype,0.5906,bring movie normal,0.5891,movie normal come,0.555,new feeling bring,0.5335
5460450,Parasite,film bong joon,0.7344,love film bong,0.6227,auteur generation film,0.5854,joon hos scene,0.5706,love film,0.5522
5518733,Parasite,coronavirus movie seriously,0.6882,sure coronavirus movie,0.6599,coronavirus movie,0.6562,rank dark comedy,0.614,dark comedy hilarious,0.589
5239494,Parasite,start hour story,0.7289,hour story simple,0.6395,simple story make,0.6102,hour story,0.5861,story simple story,0.5532
5797459,Parasite,idea egyptian film,0.6426,watch movie hype,0.6157,egyptian film industry,0.6154,story idea egyptian,0.5764,movie hype extremely,0.5761
5438635,Parasite,korean film maffia,0.6973,maffia imdb troll,0.6699,film maffia imdb,0.6527,film maffia,0.6437,maffia imdb,0.6044
5490352,Parasite,expect plot watch,0.6831,absolutely expect plot,0.6324,film absolutely expect,0.6199,plot watch long,0.6073,plot watch,0.606
5682928,Parasite,oscar know controversy,0.5503,entertaining movie kind,0.5259,movie good picture,0.5045,understand movie good,0.5022,good picture oscar,0.5012
5484318,Parasite,journey ironic tragic,0.862,unexpected journey ironic,0.8326,ironic tragic account,0.8057,tragic account,0.7386,journey ironic,0.7322
5872980,Parasite,movie different original,0.7824,good movie different,0.7803,movie different,0.703,different original concept,0.6865,original concept,0.6218
7075603,Parasite,beat terrible hollywood,0.6817,terrible hollywood,0.6355,terrible hollywood film,0.6198,misguided california value,0.6145,mean movie suck,0.5736
6869971,Parasite,wealth deception comedy,0.6384,comedy horror greed,0.5584,deception comedy horror,0.5303,poverty wealth deception,0.5204,deception comedy,0.52
5455158,Parasite,language award oscar,0.6153,foreign language award,0.5317,life superb acting,0.5135,paranormal ordinary family,0.5056,superb acting,0.5031
5612675,Parasite,story strong dramatic,0.5502,movie prove plot,0.5345,movie problem korean,0.5246,strong dramatic tension,0.513,social class theme,0.499
5450883,Parasite,south korea ironic,0.6144,korea ironic clever,0.6109,modernday south korea,0.587,epic tale class,0.5807,tale class distinction,0.5753
5654420,Parasite,oscar good foreign,0.7069,movie amazing deserve,0.6797,amazing deserve oscar,0.671,foreign language filmthe,0.6536,forward asian movie,0.6512
5549789,Parasite,story multineste underground,0.5822,director control story,0.5822,story emotional rendering,0.5421,control story emotional,0.5261,underground world desire,0.4939
5682228,Parasite,movie mind small,0.7552,good movie mind,0.6748,understand good movie,0.655,movie mind,0.6494,mind small truly,0.567
5646862,Parasite,parasite good movie,0.7038,good movie feel,0.5481,movie feel,0.5378,camera perspective beautiful,0.516,movie feel like,0.5086
5637658,Parasite,hour leave cinema,0.6423,movie leave,0.621,leave cinema,0.6032,leave cinema long,0.582,cinema long discussion,0.5613
7873082,Parasite,kiwoo tutor welltodo,0.4168,kiwoo tutor,0.3895,want kiwoo tutor,0.3714,kim family downontheirluck,0.3559,family downontheirluck destitute,0.3533
5487115,Parasite,film proper justice,0.6816,review film proper,0.603,deserving oscar good,0.5911,masterpiece review film,0.5888,watch deserving oscar,0.5672
6438587,Parasite,film making realismthe,0.59,watch korean movie,0.5615,korean style movie,0.5335,flick emotion realism,0.5198,houseeverything movie frustrate,0.5184
5657030,Parasite,film oscar laughable,0.6177,movie sick taste,0.5879,like movie sick,0.5874,message film oscar,0.5576,oscar laughable,0.5369
10004850,Parasite,rate parasite masterpiece,0.5699,parasite masterpiece know,0.5414,title rate parasite,0.5346,remarkably stingy rating,0.533,parasite masterpiece,0.519
6133390,Parasite,movie mean good,0.566,movie mean,0.5098,great movie mean,0.502,sure great movie,0.4874,shoot crafty production,0.4718
5405171,Parasite,film step ahead,0.5596,step ahead audience,0.5429,theater adore fully,0.535,film step,0.5299,ahead audience tune,0.5108
10042165,Parasite,base review really,0.5228,base review,0.517,thing base review,0.4904,write review,0.4792,force way,0.4765
5506989,Parasite,language film win,0.6365,foreign language film,0.6311,movie rightfully oscar,0.6261,film win award,0.6117,oscar good,0.6112
5509758,Parasite,parasite buildingsite think,0.5516,honest director actor,0.5181,director actor,0.5165,buildingsite think great,0.5106,director actor performance,0.4997
5456492,Parasite,time capsule future,0.7977,capsule future generation,0.6695,time capsule,0.667,future generation era,0.6573,capsule future,0.6253
6673475,Parasite,absolutely ferrell comedy,0.6159,ferrell comedypoor family,0.602,comedy yep ferrell,0.597,ferrell comedy,0.5919,ferrell comedy yep,0.5787
5265727,Parasite,rich inspiration movie,0.5147,start movie kim,0.5102,movie kim,0.4918,movie count mystify,0.4883,entertaining movie,0.4861
7352771,Parasite,parasite fail,0.4981,parasite fail grab,0.4321,rich familyparasite misguide,0.4102,familyparasite misguide extremely,0.3994,parasite,0.3879
5420995,Parasite,watch film film,0.5787,watch film,0.5758,film movie make,0.5687,film typically movie,0.566,everyday movie watch,0.5634
8818477,Parasite,say good cinema,0.6655,blockbuster artfilm plot,0.6168,artfilm plot action,0.5997,watch blockbuster artfilm,0.5976,blockbuster artfilm,0.5966
5502109,Parasite,avoid movie english,0.6757,movie english feel,0.6402,movie english,0.6347,thoroughly enjoy film,0.6295,enjoy film great,0.62
5456232,Parasite,comedy suspense drama,0.6631,suspense drama beautiful,0.6349,screening fantastic plot,0.6087,comedy suspense,0.588,element comedy suspense,0.5729
6159142,Parasite,oscarworthy experience director,0.6961,fab role love,0.6241,female lead actress,0.6185,lead actress,0.6136,director fab role,0.6093
5152376,Parasite,movie director interesting,0.6184,director interesting movie,0.5744,director interesting,0.5393,movie director,0.5008,overall wellproduced boring,0.4908
5951863,Parasite,film expect great,0.7499,story great acting,0.7174,film expect,0.685,great acting,0.5772,bizarre story great,0.5431
5372917,Parasite,genre impresive story,0.7319,movie really belong,0.6794,really belong genre,0.6415,belong genre impresive,0.6404,belong genre,0.6035
5058239,Parasite,second time cinemas,0.5909,escalate screen cinematography,0.5334,cinemas,0.5048,film gruelling task,0.5038,cinematography,0.502
5303657,Parasite,joonho know movie,0.5766,movie easily good,0.5695,movie make decade,0.5637,movie far good,0.5164,fine movie make,0.5113
5620778,Parasite,catch guardis horror,0.6869,guardis horror film,0.6861,title catch guardis,0.6543,movie deep parasitesuse,0.6336,guardis horror,0.6216
10249611,Parasite,opportunity familythe,0.4199,lifechanging opportunity familythe,0.4108,family long carefree,0.4078,opportunity familythe hope,0.3997,family come solution,0.3866
5684649,Parasite,bad somwhere middle,0.7479,view good bad,0.7283,view good,0.6466,somwhere middle,0.5578,view,0.5085
10327014,Parasite,society work parasite,0.6055,parasite way movie,0.5697,end view parasite,0.5525,work parasite way,0.5192,work parasite,0.5159
5323681,Parasite,movie great fun,0.6345,fun watch plotacting,0.5296,movie great,0.4913,watch plotacting stuff,0.4593,stuff unexpectedly good,0.4285
5476341,Parasite,foreignlanguage film,0.5983,good foreignlanguage film,0.5854,foreignlanguage film despite,0.5842,foreign category burn,0.5075,storytelle mild language,0.4388
5411239,Parasite,film foreign language,0.7459,language actually film,0.7387,good film foreign,0.7077,film foreign,0.6163,film real life,0.5514
8561932,Parasite,parasite melancholy ghost,0.5289,watch parasite,0.527,watch parasite twice,0.5125,parasite melancholy,0.4932,parasite twice watch,0.4894
9433964,Parasite,filmmaker bong joon,0.5051,unique directorial vision,0.4231,poorsatirically manage portray,0.4198,directorial vision parasite,0.4102,portray south korea,0.4092
10235417,Parasite,kim family resourceful,0.5036,poor family kim,0.4736,kim family help,0.4659,family kim smart,0.4473,family kim,0.4402
8309074,Parasite,movie absurdum criminal,0.5987,criminal black comedy,0.5813,great movie absurdum,0.5492,black comedy fit,0.541,absurdum criminal black,0.5375
10112125,Parasite,joonhos parasite premiere,0.6104,bong joonhos parasite,0.5449,korean film strikingly,0.5416,korean film,0.5154,joonhos parasite,0.5092
6653339,Parasite,family drama great,0.5153,kim time park,0.4843,family drama,0.4814,great family drama,0.4733,drama great plot,0.4573
5463916,Parasite,father kill park,0.5379,spoiler question father,0.5257,basement door son,0.4988,question father kill,0.4898,hidden basement,0.48
6881834,Parasite,action hour half,0.6132,action hour,0.5471,half love watch,0.5168,action gold,0.5015,hour half love,0.4887
5542266,Parasite,overall tone movie,0.7284,tone movie excellently,0.7256,film scene draw,0.6653,tone movie,0.6577,scene draw sure,0.5861
5988789,Parasite,bad movie feel,0.6656,definitely bad movie,0.6521,bad movie,0.5837,movie feel,0.5339,movie feel like,0.4806
5241466,Parasite,recommend film high,0.5976,enjoy film,0.5887,recommend film,0.5852,great filmi expectation,0.5745,film simply existthe,0.5689
7082066,Parasite,film unique experience,0.3712,film experience different,0.3393,mention mother scene,0.3311,scene mother park,0.3169,job park family,0.3129
5642701,Parasite,parasitic relationship poor,0.5204,helplessness low class,0.5156,social fable parasite,0.4636,film despair helplessness,0.4507,parasitic relationship,0.4344
5713978,Parasite,complex desperate family,0.4246,class family young,0.4067,desperate family work,0.3985,make movie special,0.3968,middle class family,0.396
5248995,Parasite,play parasite,0.6071,come play parasite,0.6,watch understand parasite,0.5995,parasite,0.5892,crimecomedy parasite scary,0.5874
5642119,Parasite,film unexpectedif chancei,0.8221,unexpectedif chancei cinema,0.8124,ending film unexpectedif,0.8034,freshthe ending film,0.7485,film unexpectedif,0.7278
5230862,Parasite,movie say thematically,0.5117,foreign film,0.5044,film,0.5026,film let,0.4829,foreign film let,0.4811
8573563,Parasite,parasite deserve praise,0.5915,excessive parasite masterpiece,0.5704,parasite masterpiece,0.5656,parasite masterpiece recent,0.5297,parasite deserve,0.5185
7037651,Parasite,movie entertaining deep,0.5934,thrill screenplay exceptional,0.5676,screenplay exceptional,0.5426,screenplay exceptional background,0.5314,movie grip audience,0.5287
5733371,Parasite,thriller hitchcockian incredibly,0.5682,thriller hitchcockian,0.5431,movie stay long,0.5287,day watch cinema,0.5136,hitchcockian incredibly,0.5059
6386416,Parasite,barrier subtitle,0.6223,barrier subtitle god,0.6028,inch barrier subtitle,0.5815,subtitle god enter,0.5534,subtitle god,0.5296
5201805,Parasite,parasite freak awesomeit,0.4676,way parasite,0.4513,parasite freak,0.4494,parasite great story,0.4254,cinematography really distinct,0.4245
5788027,Parasite,disappointed korean movie,0.782,korean movie good,0.6903,korean movie,0.6484,honest disappointed korean,0.5916,film class stereotype,0.5839
5474330,Parasite,depressing deserve oscar,0.7732,actor film story,0.6475,good actor film,0.6368,film story predictable,0.6201,story predictable depressing,0.6139
5499952,Parasite,absolutely special movie,0.7545,special movie ahead,0.7168,special movie,0.7029,movie ahead look,0.5851,movie ahead,0.4962
5992177,Parasite,expect movie series,0.5378,korean movie really,0.5332,classic korean movie,0.5165,korean movie,0.5105,movie series tone,0.4982
5159441,Parasite,joonho filmadditionally,0.4929,bong joonho filmadditionally,0.4705,like film unprecedented,0.456,win great filmmaker,0.4448,film ultimately surprising,0.4406
5300204,Parasite,overrated deserve deserve,0.7261,overrated deserve,0.7141,rating happen entertain,0.6188,justify rating happen,0.6169,happen justify rating,0.5916
7584721,Parasite,film yes review,0.6094,enjoy film,0.5747,dub language english,0.5595,dub language,0.5517,enjoy film yes,0.5445
5479463,Parasite,wealthy love family,0.4983,family exist world,0.4617,family people poor,0.4585,lighthouse time joker,0.449,love family exist,0.4274
9614743,Parasite,parasite direct bong,0.5089,bong joonho intricately,0.4965,parasite direct,0.4854,conclusion parasite,0.4685,bong joonhos,0.4668
7931106,Parasite,understand character situation,0.5505,entertaining likeable easy,0.5491,character situation follow,0.5358,character situation,0.5303,easy understand character,0.5261
6630412,Parasite,movie nominate category,0.6443,high rating oscar,0.6226,movie nominate,0.6002,familybut movie nominate,0.5906,rating oscar,0.586
5456166,Parasite,film abundant symbolism,0.5409,parasite impress,0.5344,parasite impress want,0.5175,attention film abundant,0.5118,attention film,0.5062
5909641,Parasite,parasite great film,0.711,great film decade,0.6612,film time,0.6381,film decade,0.6328,feature film time,0.6199
5824114,Parasite,hate undertand language,0.508,leave place hate,0.4961,place hate,0.4898,language like think,0.48,good film maker,0.4743
5438540,Parasite,rank imdb somewhat,0.421,kim lucrative positionsi,0.4071,film rank,0.4041,film rank imdb,0.3959,attempt kim lucrative,0.3821
7159956,Parasite,violence deter watch,0.6077,gory violence deter,0.5437,gory violence,0.5274,movie make think,0.5247,violence deter,0.5142
5742259,Parasite,say boring movie,0.6428,boring movie quite,0.6001,boring movie,0.5693,people say boring,0.5331,portray people live,0.5066
5906332,Parasite,bourgeois family parasite,0.6215,karl marx,0.5396,karl marx refer,0.5167,insinuate life bourgeois,0.5153,marx,0.5139
5791005,Parasite,parasite life poor,0.6074,dream foreverexcellent screnplay,0.5657,parasite life,0.5629,livetheir life dream,0.5603,dream dream foreverexcellent,0.5544
5856954,Parasite,unpredictable earn oscar,0.643,envelop harsh reality,0.5861,plot gradually envelop,0.5259,earn oscar,0.5044,gradually envelop,0.4667
10368306,Parasite,watch parasite song,0.5758,watch parasite,0.5438,experience parasite,0.5391,parasite song kangtoo,0.523,parasite,0.5194
5484179,Parasite,cinemathe rich rich,0.556,cinemathe rich,0.5139,leave cinemathe rich,0.5103,cinematography tell story,0.499,life underprivileged dullness,0.4688
10162047,Parasite,meritocracy success promise,0.5529,meritocracy success,0.5285,meritocracy allow rise,0.5128,aspirationswhile meritocracy,0.5047,meritocracy,0.504
5378702,Parasite,action suspense romance,0.5542,suspense romance,0.5393,comedy action suspense,0.5291,suspense romance honestly,0.5276,acting great pacing,0.5261
5152411,Parasite,funny movie fast,0.7238,movie fast pace,0.6951,aesthetic relatable plot,0.6639,movie fast,0.6124,funny movie,0.5686
5635298,Parasite,cinema great actor,0.8583,history cinema great,0.7506,great actor,0.7503,movie history cinema,0.7212,good movie history,0.6893
6291383,Parasite,thriller movie exciting,0.6372,movie exciting expect,0.6279,successful thriller movie,0.5966,movie exciting,0.5868,decent movie differ,0.5653
5473240,Parasite,say movie good,0.6369,oscar movie really,0.57,like oscar movie,0.5654,movie oscar claim,0.5581,movie oscar,0.5429
7438830,Parasite,movie suitable age,0.7053,parent movie suitable,0.6692,parent movie,0.6372,message watch movie,0.5906,emotional movie disappoint,0.5751
6325864,Parasite,cunning ruthless greedy,0.7558,greedy people character,0.7011,character amoral enjoy,0.6661,devious cunning ruthless,0.6617,ruthless greedy,0.6578
5537267,Parasite,injustice struggle social,0.6607,injustice struggle,0.6302,injustice,0.611,movie minute injustice,0.6007,minute injustice struggle,0.5832
5262370,Parasite,genre seamlessly perform,0.4743,indie classstruggle joker,0.4519,stunning cinematography year,0.4516,genre seamlessly,0.4467,meld genre seamlessly,0.4466
5493662,Parasite,reflection modern life,0.4324,modern life set,0.4257,sad reflection modern,0.4249,stylistic similarity hitchcock,0.4015,hitchcock come mind,0.3969
5479789,Parasite,oscar mention wine,0.7311,movie light year,0.6883,mention wine,0.6376,ok movie light,0.572,movie light,0.5663
5611488,Parasite,contribute rest movie,0.6158,rest movie,0.5557,deserve award story,0.5178,movie good,0.499,movie good definitely,0.4928
5455185,Parasite,movie simply overrate,0.6626,star review people,0.5881,single star review,0.5782,review people movie,0.5576,star review,0.5561
5301416,Parasite,film like parasite,0.5031,parasite bloody drama,0.4274,dish soon parasite,0.4042,canne say parasite,0.3958,say parasite speak,0.3941
5392975,Parasite,movie write guess,0.7107,watch truly masterpiece,0.559,movie write,0.5556,finally movie write,0.5555,guess short word,0.5469
7278714,Parasite,language film oscar,0.5991,movie like office,0.5803,foreign language film,0.5669,award movie great,0.5626,colleague film definitely,0.551
6834812,Parasite,ending crazy great,0.7745,film lot suspense,0.7461,ending crazy,0.7274,crazy great film,0.6653,lot suspense,0.6581
6045510,Parasite,absolutely love screenplay,0.7131,screenplay story really,0.6722,love screenplay,0.6707,love screenplay story,0.6613,screenplay story,0.6304
5533704,Parasite,film critic like,0.5964,critic like movie,0.5918,film critic,0.571,critic taste movie,0.566,watch film critic,0.5604
5207755,Parasite,joonho true masterpiece,0.6134,storytelle hook end,0.5906,act storytelle hook,0.5791,bong joonho true,0.5755,masterpiece act storytelle,0.5663
6754324,Parasite,titular parasite,0.4822,titular parasite assume,0.4754,parasite,0.4585,parasite dir,0.4554,wealthy family parasite,0.4491
5729617,Parasite,tone film bleak,0.6802,film bleak,0.6308,film bleak small,0.6209,poor family rich,0.6076,hint poor family,0.6054
5635250,Parasite,comedy thriller package,0.7729,unbelievable comedy thriller,0.6856,thriller package good,0.6674,comedy thriller,0.6665,movie good unbelievable,0.6531
5489332,Parasite,oscar think good,0.5716,ok believe oscar,0.5268,hype overinterpretation movie,0.5265,believe oscar,0.5174,believe oscar think,0.513
7537727,Parasite,handle tension scene,0.6626,tension scene cinematography,0.6325,movie knock heck,0.6266,movie hand mouth,0.6213,tension scene,0.6212
5303255,Parasite,half movie good,0.5633,movie good funny,0.5544,agree half movie,0.5274,movie good,0.4991,lot good critic,0.4891
4961766,Parasite,jawdroppe masterpiece sentencesparasite,0.6069,masterpiece sentencesparasite,0.5502,oscarworthy performanceparasite worthy,0.5481,say jawdroppe masterpiece,0.5402,oscarworthy performanceparasite,0.4935
5284937,Parasite,investigation host parasite,0.5853,parasite investigation host,0.5842,parasite,0.5842,situation mood parasite,0.5814,host parasite,0.5809
5481373,Parasite,art uncomfortable word,0.5803,art uncomfortable,0.4965,beauty cleverly write,0.4608,reflect understand comedy,0.4516,comedy sinful poverty,0.4423
5525570,Parasite,movie fair oscars,0.6157,fair oscars,0.5651,movie deserve credit,0.5545,fair oscars award,0.5462,award grant movie,0.5248
5095131,Parasite,good movie indonesia,0.7108,movie indonesia,0.7065,movie indonesia make,0.6841,indonesia make movie,0.6796,movie struggle life,0.592
5255802,Parasite,make bad film,0.5179,bad film good,0.5086,talk film specific,0.5042,film good,0.5009,film good parasite,0.4709
5262019,Parasite,film plead blind,0.6134,good film choose,0.5876,choose film,0.5673,film choose,0.5569,film choose film,0.5524
7694550,Parasite,photography work,0.4435,photography,0.4242,photography work transmit,0.417,character action climax,0.4082,try convey,0.4028
9316704,Parasite,feeling moviei love,0.5892,special experiencehow ending,0.5557,movie normal tell,0.5306,experiencehow ending,0.5212,think movie normal,0.5175
5224075,Parasite,watch lot indian,0.696,indian movie kind,0.6742,indiani watch lot,0.6197,lot indian movie,0.5999,indian movie,0.5874
5567598,Parasite,rewatch movie night,0.6333,rewatch movie,0.6044,rewatch,0.5781,recommend watch,0.5126,movie second view,0.5091
6776438,Parasite,understand award film,0.6411,award film purpose,0.6365,award film,0.5891,award recently watch,0.5201,film waste time,0.459
5689528,Parasite,negative offset emotion,0.5977,offset emotion sensational,0.5283,emotion sensational critical,0.5256,offset emotion,0.5179,sensational critical feel,0.5079
6439673,Parasite,half film genre,0.5393,film genre tone,0.5292,satire critical society,0.4809,half film perfect,0.4569,film end,0.4557
8559943,Parasite,unique film experience,0.5372,fresh unique film,0.532,film experience,0.4998,predictably bloody tarantino,0.475,tarantino like,0.4604
5478422,Parasite,kims poor family,0.5316,kims poor,0.5084,make kim family,0.506,apartment kim kiwoos,0.4907,yes kims poor,0.4893
5714490,Parasite,sweep oscar bad,0.6016,oscar bad movie,0.5846,oscar bad,0.5803,review fun watch,0.5399,figure sweep oscar,0.528
9561368,Parasite,bad realization completely,0.6099,bad realization,0.5918,idea bad realization,0.5894,actor incredibly incompetent,0.5034,wrong actor incredibly,0.4479
6604354,Parasite,film love,0.5148,person movie,0.4918,person movie really,0.4839,movie really choice,0.4767,love movie,0.4755
5466256,Parasite,movie local sentiment,0.7382,movie truly masterpiece,0.661,masterpiece understand movie,0.6381,universalthe good cinematic,0.6305,understand movie local,0.6279
5465381,Parasite,story unemployed kitaek,0.6073,unemployed kitaek family,0.5393,unemployed kitaek,0.5374,film lie,0.4943,film lie foundation,0.4934
5866447,Parasite,performance kangho song,0.6083,beautifully write screen,0.6033,appreciate performance kangho,0.5401,kangho song,0.5286,write screen play,0.5197
5637273,Parasite,subtitle racist bigote,0.7442,movie hate subtitle,0.7404,hate subtitle racist,0.7386,subtitle racist,0.6646,movie hate,0.6382
5478971,Parasite,comedy way dark,0.5292,dark comedy way,0.5065,dark comedy add,0.5044,dark comedy,0.4905,fun dark comedy,0.4744
6450139,Parasite,thriller south korea,0.512,brilliant filmmaker parasite,0.4882,filmmaker parasite,0.4783,south korea portray,0.4722,filmmaker parasite aura,0.4635
5469543,Parasite,review read imdb,0.6881,read imdb think,0.5622,hype interesting overall,0.5458,worth hype interesting,0.535,read imdb,0.5335
7147269,Parasite,regret,0.6761,know sure regret,0.6262,sure regret,0.5756,know sure,0.3513,know,0.3449
5850618,Parasite,entertainingsubtly inspirational wow,0.8582,inciteful entertainingsubtly inspirational,0.8461,entertainingsubtly inspirational,0.8059,smart inciteful entertainingsubtly,0.8032,inspirational wow,0.7208
5929071,Parasite,movie absorb audience,0.713,absorb audience,0.6046,movie absorb,0.5766,absorb audience form,0.571,audience form start,0.5578
5069158,Parasite,shine cinematography,0.6325,technically shine cinematography,0.6194,shine cinematography bgm,0.6091,cinematography bgm good,0.5995,list good movie,0.591
6586272,Parasite,entertaining movie predictable,0.6796,movie regularly predictable,0.6728,movie predictable touch,0.6363,movie predictable,0.613,regularly predictable masterpiece,0.5693
10353285,Parasite,realistic make movie,0.6283,make movie like,0.5892,make movie,0.563,scene cinematographic,0.5178,movie make good,0.5177
6397246,Parasite,love film soundtrack,0.751,love film,0.6733,love acting film,0.6563,film soundtrack great,0.6322,film soundtrack,0.6199
6068374,Parasite,story common asia,0.6175,scary good film,0.6009,world good film,0.5967,film real world,0.5288,good film enjoy,0.5279
7217900,Parasite,trash comedy trash,0.7002,comedy trash story,0.6997,trash story people,0.6792,comedy trash,0.6644,trash comedy,0.6451
6464096,Parasite,amazing movie overrate,0.9393,movie overrate,0.8171,good movie amazing,0.7314,movie amazing movie,0.7195,movie amazing,0.714
5609050,Parasite,movie oscar parasite,0.6065,oscar parasite extraordinary,0.5561,oscar parasite,0.5436,foreign movie oscar,0.5171,foreign movie,0.5171
5603300,Parasite,mistake situation family,0.5879,situation family lie,0.5835,family lie,0.5183,family lie bubble,0.5138,lie bubble bust,0.4761
5473965,Parasite,rating perfect movie,0.7601,movie fair rating,0.7399,good movie fair,0.6898,fair rating perfect,0.6408,movie fair,0.6255
7007981,Parasite,like korean film,0.6149,korean film think,0.6101,korean film,0.5105,innovative film remain,0.5074,film think transcendental,0.4983
5330092,Parasite,stunning movie superlative,0.6492,movie superlative aspect,0.6098,movie superlative,0.6076,superlative aspect movie,0.5796,unforgettable film talk,0.543
6017729,Parasite,heap character downhill,0.5741,character downhill second,0.5558,character downhill,0.5226,silly violent slapstick,0.4978,smart heap character,0.4935
5401187,Parasite,korean waste time,0.536,plot hole drama,0.5287,drama lack buildup,0.4913,hole drama lack,0.4898,drama lack,0.4741
5556943,Parasite,style middle scare,0.6238,frightening course series,0.5836,middle scare,0.57,comedy transition paint,0.5675,middle scare think,0.5401
6248893,Parasite,classism film stunning,0.6104,movie english soparasite,0.5637,oscar film,0.5634,classism film,0.5589,picture oscar film,0.5569
5504742,Parasite,movie award expectation,0.7172,excited movie award,0.7034,excited movie,0.6272,expectation simply brilliant,0.6206,award expectation high,0.5591
5442165,Parasite,nontypical korea film,0.6243,korea film,0.6089,director joonho bong,0.5992,korea film unfortunately,0.5889,director joonho,0.5601
5412405,Parasite,exposure korean dramahorror,0.6471,korean dramahorror,0.6325,movie great drama,0.6082,korean dramahorror know,0.602,happy end unexpected,0.601
5491796,Parasite,movie plot play,0.6314,plot play second,0.5783,good movie plot,0.5636,movie plot,0.5624,graphic novel,0.5531
5503731,Parasite,movie totally overrate,0.7204,movie nice idea,0.7042,interesting good movie,0.6418,movie nice,0.5948,good movie totally,0.5864
5481468,Parasite,film like parasite,0.685,movie end parasite,0.6594,say parasite title,0.5749,end parasite cell,0.5451,parasite cell,0.5418
7088204,Parasite,subtitle scare forget,0.5786,let subtitle scare,0.5692,subtitle scare,0.5512,let subtitle,0.4762,subtitle,0.4629
5497090,Parasite,genre movie deserve,0.5766,look genre movie,0.5584,planet reviewer,0.5446,movie character stereotyped,0.5413,planet reviewer come,0.5292
7784259,Parasite,cinematography write phenomenal,0.618,development cinematography write,0.6009,cinematography write,0.5816,plot development cinematography,0.5683,film amazing,0.5427
5525534,Parasite,anime fan subtitle,0.7694,fan subtitle,0.6305,fan subtitle issue,0.6154,subtitle,0.6077,enjoyable big anime,0.5934
5349529,Parasite,movie spectaculari hesitant,0.6308,movie spectaculari,0.6052,watch subtitle film,0.5432,subtitle film,0.5251,film roll brilliant,0.5185
5224091,Parasite,overrate begin film,0.6901,begin film fan,0.5571,film start,0.5186,paraphrase film start,0.5185,begin film,0.5099
6272166,Parasite,ride hard fall,0.6636,story slowly ride,0.6054,family story slowly,0.6049,movie start simple,0.5863,simple family story,0.5792
5385906,Parasite,language add subtitle,0.7048,add subtitle screen,0.6792,subtitle screen instead,0.6718,subtitle screen,0.6715,add subtitle,0.6083
5481442,Parasite,like movie understand,0.806,understand oscar crap,0.8056,movie understand oscar,0.7658,understand oscar,0.6948,oscar crap,0.6821
5109754,Parasite,parasite korean film,0.623,watch parasite korean,0.567,film make feel,0.5411,korean film,0.5304,korean film night,0.5198
10360939,Parasite,capitalism commission,0.5278,capitalism commission selfportrait,0.5177,capitalism,0.4422,watch societys,0.37,naive luxury,0.3638
5494373,Parasite,suspense acting good,0.6125,entertaining love suspense,0.6092,love suspense acting,0.6039,love suspense,0.5611,suspense acting,0.5337
5946750,Parasite,favorite movie time,0.5899,favorite movie,0.556,honestly favorite movie,0.5517,movie definitely john,0.4508,movie time,0.4457
5497057,Parasite,dog house,0.5975,later dog house,0.579,movie great love,0.4988,movie great,0.4908,dog house notice,0.4421
5203983,Parasite,arthouse movie blockbuster,0.6025,laugh arthouse movie,0.5965,movie interessting situation,0.578,house movie,0.5777,movie interessting,0.5767
5611988,Parasite,rate movie cliche,0.5936,difficult rate movie,0.5921,rate movie,0.5561,movie unique compare,0.5543,meanhis movie unique,0.505
5668543,Parasite,star movie regret,0.7573,movie regret like,0.6975,think star movie,0.6954,movie regret,0.6887,regret like movie,0.675
5601489,Parasite,oscar worthy,0.5611,totally oscar worthy,0.5515,masterpiece totally oscar,0.5474,oscar worthy strong,0.5338,story intelligent masterpiece,0.5263
5954464,Parasite,complain million academy,0.6199,nonkorean movie make,0.5999,nonkorean movie,0.5832,movie praise contender,0.5723,bit nonkorean movie,0.5608
6495293,Parasite,humor movie list,0.5341,movie plain mediocre,0.5279,say movie plain,0.5221,word humor movie,0.5054,film far mediocre,0.5047
